src,dst
0,5
0,6
0,7
0,9
0,10
0,14
0,18
0,22
0,25
0,27
0,32
0,36
0,38
0,65
0,72
0,74
0,76
0,77
0,78
0,101
0,107
0,125
0,128
0,139
0,154
0,155
0,167
0,171
0,188
0,194
0,198
0,199
0,202
0,220
0,239
0,240
0,264
0,272
0,298
0,330
0,333
0,342
0,392
0,394
0,416
0,418
0,449
0,462
0,477
0,490
0,500
0,567
0,596
0,603
0,623
0,629
0,652
0,670
0,690
0,706
0,709
0,713
0,720
0,736
0,742
0,782
0,794
0,851
0,856
0,867
0,912
0,924
0,936
0,947
0,975
0,979
5,6
5,7
5,8
5,10
5,11
5,13
5,14
5,16
5,17
5,19
5,23
5,26
5,34
5,35
5,36
5,40
5,48
5,49
5,51
5,57
5,61
5,62
5,63
5,67
5,71
5,73
5,80
5,81
5,116
5,119
5,142
5,149
5,152
5,157
5,160
5,187
5,205
5,237
5,242
5,245
5,247
5,250
5,271
5,290
5,297
5,305
5,336
5,344
5,352
5,369
5,373
5,379
5,382
5,386
5,412
5,421
5,429
5,433
5,434
5,457
5,471
5,474
5,476
5,478
5,485
5,517
5,550
5,555
5,559
5,590
5,594
5,600
5,615
5,632
5,634
5,658
5,660
5,679
5,682
5,716
5,718
5,735
5,753
5,761
5,777
5,792
5,794
5,822
5,901
5,911
5,928
5,929
5,933
5,966
5,971
5,996
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,15
6,16
6,18
6,20
6,22
6,23
6,24
6,37
6,38
6,44
6,46
6,49
6,53
6,55
6,56
6,61
6,62
6,63
6,67
6,73
6,77
6,78
6,83
6,87
6,88
6,103
6,107
6,128
6,130
6,131
6,142
6,145
6,158
6,160
6,163
6,181
6,188
6,193
6,204
6,210
6,219
6,222
6,230
6,242
6,249
6,263
6,265
6,269
6,275
6,280
6,283
6,290
6,297
6,306
6,310
6,317
6,322
6,325
6,331
6,347
6,358
6,367
6,378
6,394
6,399
6,401
6,433
6,437
6,449
6,451
6,462
6,468
6,469
6,483
6,485
6,488
6,495
6,506
6,516
6,530
6,535
6,540
6,541
6,544
6,564
6,567
6,577
6,630
6,637
6,653
6,656
6,668
6,677
6,694
6,706
6,708
6,751
6,756
6,798
6,801
6,818
6,831
6,837
6,872
6,906
6,909
6,933
6,944
6,958
6,961
6,976
7,11
7,12
7,15
7,20
7,23
7,31
7,32
7,39
7,44
7,47
7,57
7,59
7,72
7,83
7,93
7,104
7,105
7,134
7,135
7,145
7,152
7,158
7,165
7,174
7,184
7,190
7,197
7,201
7,213
7,251
7,273
7,284
7,288
7,292
7,295
7,323
7,340
7,343
7,363
7,377
7,448
7,472
7,496
7,512
7,522
7,523
7,575
7,598
7,631
7,633
7,642
7,673
7,683
7,734
7,743
7,754
7,772
7,781
7,803
7,815
7,877
7,905
7,963
7,965
7,996
9,12
9,17
9,19
9,21
9,25
9,28
9,30
9,45
9,54
9,58
9,82
9,83
9,87
9,95
9,97
9,104
9,107
9,118
9,123
9,148
9,152
9,153
9,156
9,164
9,168
9,196
9,201
9,206
9,221
9,239
9,251
9,318
9,325
9,343
9,351
9,355
9,391
9,400
