src,dst
5,15
5,40
5,51
5,62
5,102
5,129
5,130
5,133
5,146
5,177
5,178
5,189
5,266
6,12
6,13
6,29
6,37
6,47
6,59
6,88
6,168
6,251
6,289
7,8
7,68
7,92
7,93
7,138
7,163
7,173
7,204
7,231
7,254
9,18
9,50
9,87
9,165
9,168
9,174
9,189
9,223
9,270
9,271
9,283
10,38
10,40
10,42
10,58
10,84
10,102
10,110
10,131
10,157
10,174
10,178
10,193
10,201
10,230
10,250
10,280
10,281
10,286
10,288
10,297
15,30
15,59
15,62
15,77
15,86
15,122
15,184
15,210
15,234
15,237
15,254
15,299
16,23
16,141
16,153
16,190
16,213
17,20
17,52
17,64
17,123
17,138
17,155
17,210
17,218
17,227
17,251
17,283
17,284
19,60
19,67
19,120
19,127
19,148
19,222
19,229
19,240
19,245
19,255
19,272
19,281
22,38
22,83
22,111
22,113
22,119
22,180
22,198
22,208
22,221
22,226
22,234
22,235
22,241
22,281
22,291
24,44
24,54
24,71
24,90
24,152
24,157
24,187
24,205
24,214
24,258
24,261
24,280
24,286
24,289
24,291
25,26
25,38
25,86
25,93
25,99
25,138
25,174
25,209
25,231
25,258
25,272
25,285
30,111
30,200
30,201
30,212
30,229
30,236
30,279
33,75
33,96
33,124
33,211
33,235
33,246
33,259
33,265
33,293
37,40
37,58
37,66
37,69
37,87
37,112
37,260
42,49
42,55
42,61
42,78
42,92
42,95
42,96
42,100
42,146
42,152
42,173
42,223
42,225
42,233
42,234
42,294
45,61
45,81
45,102
45,118
45,136
45,145
45,151
45,171
45,221
45,247
45,249
45,256
45,277
45,292
45,295
46,99
46,100
46,105
46,120
46,125
46,171
46,205
46,206
46,232
46,263
46,265
46,277
56,58
56,180
56,191
56,231
56,238
56,239
56,250
56,252
56,260
56,269
56,270
56,289
57,98
57,101
57,117
57,125
57,151
57,153
57,156
57,158
57,163
57,208
57,213
57,215
57,238
57,248
57,252
57,277
57,289
57,292
59,68
59,71
59,74
59,92
59,99
59,106
59,148
59,172
59,188
59,191
59,200
59,202
59,203
59,208
59,226
59,253
59,286
59,292
60,130
60,141
60,154
60,195
60,224
60,247
60,253
63,67
63,72
63,80
63,85
63,91
63,169
63,185
63,187
63,206
63,208
63,231
63,233
63,241
63,249
63,267
63,290
63,296
66,68
66,76
66,93
66,97
66,102
66,140
66,160
66,168
66,173
66,181
66,182
66,203
66,205
66,233
66,243
66,244
66,248
66,256
66,265
66,295
67,99
67,118
67,152
67,160
67,161
67,179
67,194
67,201
67,210
67,227
67,230
67,231
67,250
67,253
67,298
68,112
68,113
68,123
68,148
68,155
68,177
68,208
68,228
68,265
68,292
72,98
72,104
72,117
72,167
72,181
72,253
72,268
72,275
72,289
73,79
73,108
73,143
73,145
73,150
73,159
73,166
73,171
73,211
73,283
73,289
73,291
73,292
75,132
75,169
75,177
75,195
75,207
75,238
76,79
76,87
76,92
76,94
76,117
76,125
76,154
76,157
76,173
76,174
76,177
76,218
76,232
76,234
76,245
76,265
77,103
77,151
77,161
77,214
77,256
77,291
78,131
78,150
