src,dst
0,3
0,38
0,44
0,67
0,82
0,136
0,153
0,161
0,181
0,186
0,192
0,201
0,226
0,238
0,261
0,273
0,285
2,32
2,52
2,53
2,59
2,94
2,101
2,104
2,120
2,125
2,199
2,206
2,224
2,226
2,232
2,283
11,33
11,39
11,95
11,180
11,192
11,193
11,196
11,216
11,227
11,290
11,293
12,37
12,42
12,62
12,104
12,123
12,151
12,152
12,165
12,198
12,213
12,218
12,284
12,298
18,33
18,69
18,83
18,91
18,101
18,122
18,142
18,159
18,284
26,33
26,50
26,87
26,119
26,128
26,129
26,142
26,144
26,147
26,157
26,200
26,212
26,214
26,221
26,249
26,256
26,291
26,299
27,38
27,48
27,56
27,78
27,83
27,106
27,163
27,188
28,48
28,60
28,113
28,131
28,135
28,139
28,144
28,157
28,169
28,185
28,198
28,223
28,232
28,293
29,35
29,45
29,48
29,50
29,79
29,98
29,99
29,100
29,108
29,110
29,140
29,165
29,181
29,183
29,197
29,198
29,201
29,229
29,237
29,238
29,241
29,261
31,43
31,62
31,69
31,73
31,100
31,113
31,117
31,121
31,132
31,143
31,161
31,175
31,196
31,205
31,211
31,238
31,270
31,295
35,45
35,74
35,98
35,115
35,116
35,121
35,143
35,154
35,174
35,178
35,186
35,206
35,221
36,38
36,80
36,87
36,115
36,121
36,193
36,202
36,205
36,252
36,267
36,276
36,287
38,75
38,84
38,87
38,120
38,125
38,137
38,163
38,178
38,182
38,196
38,201
38,210
38,250
38,265
38,279
38,289
41,46
41,57
41,110
41,132
41,141
41,150
41,186
41,196
41,198
41,213
41,267
41,270
51,61
51,74
51,79
51,84
51,85
51,125
51,150
51,169
51,238
51,255
55,107
55,141
55,226
55,268
55,272
55,293
61,104
61,133
61,139
61,140
61,145
61,157
61,159
61,164
61,167
61,211
61,247
61,255
61,256
65,72
65,78
65,114
65,141
65,196
65,206
65,238
65,245
65,265
69,76
69,103
69,109
69,111
69,117
69,118
69,119
69,128
69,141
69,156
69,173
69,217
69,248
69,272
69,273
74,98
74,131
74,147
74,156
74,178
74,191
74,212
74,220
